draw,location,best_strategy,best_reduction,baseline_score
17,Protected land,adaptive_curfew,3.1740887425147886,6.259323825060159
17,Rural community,zoned_enforcement,4.524371934859433,9.60899522692271
17,Suburban community,adaptive_curfew,7.327716583828016,16.55350063927978
17,Urban community,zoned_enforcement,9.26109752760538,20.18751382123883
18,Protected land,zoned_enforcement,2.422076761031781,5.49151733969283
18,Rural community,zoned_enforcement,3.5887362280990267,8.602142630266517
18,Suburban community,zoned_enforcement,6.272667423221641,15.141495285352299
18,Urban community,zoned_enforcement,6.8266977327901,18.606021734154325
19,Protected land,adaptive_curfew,2.8244036634800573,5.8890708661617985
19,Rural community,zoned_enforcement,3.970209127592452,8.86205167021729
19,Suburban community,zoned_enforcement,6.194460818940387,15.212263077394583
19,Urban community,zoned_enforcement,7.33951282417112,18.724580507004383
20,Protected land,adaptive_curfew,2.8977760367337253,6.498269007461159
20,Rural community,adaptive_curfew,4.223617562462473,9.593705404247178
20,Suburban community,adaptive_curfew,6.599595539361442,16.09427249095181
20,Urban community,zoned_enforcement,7.908885344837824,19.68659257335664
21,Protected land,zoned_enforcement,2.4463806057158415,5.587523613137701
21,Rural community,zoned_enforcement,3.380509964958013,8.527108278640474
21,Suburban community,zoned_enforcement,5.91078223484052,14.636163788818312
21,Urban community,zoned_enforcement,6.971830547707343,17.991191612684588
22,Protected land,zoned_enforcement,2.3530371779251356,5.147324000831391
22,Rural community,zoned_enforcement,2.8900471018374887,7.972681732609764
22,Suburban community,zoned_enforcement,5.042444661048725,13.881079226329465
22,Urban community,zoned_enforcement,5.768948331464564,16.92952160943965
23,Protected land,zoned_enforcement,2.8244713425854227,6.075798249657108
23,Rural community,zoned_enforcement,4.0606393209991785,9.212394387112278
23,Suburban community,zoned_enforcement,6.872375349595211,15.854950976180415
23,Urban community,zoned_enforcement,7.670892626515865,19.53207054942326
24,Protected land,zoned_enforcement,2.66692355305463,5.890407261232998
24,Rural community,zoned_enforcement,3.881828641320719,8.927413264872655
24,Suburban community,zoned_enforcement,6.1934072028793885,15.302222513719862
24,Urban community,zoned_enforcement,7.157740875733605,18.80401756683497
25,Protected land,zoned_enforcement,2.2012122137852472,5.019472935176374
25,Rural community,zoned_enforcement,3.2255355772818417,7.822140069212724
25,Suburban community,zoned_enforcement,5.179682664768585,13.71364091176839
25,Urban community,zoned_enforcement,5.751469458722095,16.865914526088076
26,Protected land,zoned_enforcement,2.64207089464737,5.862088332181172
26,Rural community,zoned_enforcement,3.692654138801143,8.858488521708747
26,Suburban community,zoned_enforcement,6.093347440754352,15.140471278560092
26,Urban community,zoned_enforcement,7.1474714827764085,18.50547788107261
27,Protected land,adaptive_curfew,2.791676216634805,5.89531776371977
27,Rural community,zoned_enforcement,4.2361674641830165,9.133242035331572
27,Suburban community,zoned_enforcement,6.699774123069977,15.920065950595855
27,Urban community,zoned_enforcement,7.983822505166897,19.434442846937884
28,Protected land,zoned_enforcement,2.0561613415407733,5.01244314274461
28,Rural community,zoned_enforcement,2.9631388552698246,7.84288029699538
28,Suburban community,zoned_enforcement,5.087635289564709,13.73810507026271
28,Urban community,zoned_enforcement,5.636660334086029,16.75781580623831
29,Protected land,adaptive_curfew,2.76090043307409,6.144505345098025
29,Rural community,adaptive_curfew,3.917891230427471,9.323511513060767
29,Suburban community,zoned_enforcement,6.885653737314582,16.133935325070997
29,Urban community,zoned_enforcement,7.6425678482552595,19.762511244956833
30,Protected land,zoned_enforcement,2.8473847789726805,6.0313396243973205
30,Rural community,zoned_enforcement,4.0072373013611475,9.132987839448043
30,Suburban community,zoned_enforcement,6.56522754585791,15.64749512926096
30,Urban community,zoned_enforcement,8.091208645221244,19.26587918785513
31,Protected land,zoned_enforcement,2.5532637925679036,5.503908193463457
31,Rural community,zoned_enforcement,3.2969493942905483,8.443608183898158
31,Suburban community,zoned_enforcement,5.589088487338637,14.68790769095562
31,Urban community,zoned_enforcement,6.792344566113993,17.988069152076356
32,Protected land,zoned_enforcement,2.4452518101694163,5.427255431609135
32,Rural community,zoned_enforcement,3.3775849610267876,8.239380107791808
32,Suburban community,zoned_enforcement,5.732104232890364,14.135101591924665
32,Urban community,zoned_enforcement,6.24928175706874,17.36578113975875
33,Protected land,zoned_enforcement,2.443269181308401,5.483237714671143
33,Rural community,zoned_enforcement,3.3153238567683987,8.450425524341853
33,Suburban community,zoned_enforcement,5.858330612471338,14.69087033151561
33,Urban community,zoned_enforcement,7.021538160064997,18.098168041440598
34,Protected land,adaptive_curfew,3.1490711113119647,6.61833773040583
34,Rural community,adaptive_curfew,4.610267798093212,9.841152742986292
34,Suburban community,zoned_enforcement,7.500674930078697,16.587561459013912
34,Urban community,zoned_enforcement,8.001943051574084,20.266328161611334
35,Protected land,zoned_enforcement,2.124784233241421,4.809663766719977
35,Rural community,zoned_enforcement,2.5327479431408584,7.488204133611396
35,Suburban community,zoned_enforcement,4.55586697274385,13.110630232526614
35,Urban community,zoned_enforcement,4.837654150403008,16.131152647206612
36,Protected land,zoned_enforcement,2.803292416519041,6.171403193549209
36,Rural community,zoned_enforcement,4.136666509500762,9.205337570986597
36,Suburban community,zoned_enforcement,6.586324253247897,15.656031146390943
36,Urban community,zoned_enforcement,7.537767882774347,19.218047293991823
37,Protected land,zoned_enforcement,2.9556113706183793,6.1376691139206025
37,Rural community,adaptive_curfew,4.186681261600063,9.299939025209124
37,Suburban community,zoned_enforcement,6.5412416403938245,16.093425970514794
37,Urban community,zoned_enforcement,7.780001431617167,19.76527182408865
38,Protected land,zoned_enforcement,3.172299148272447,6.590254821349396
38,Rural community,zoned_enforcement,4.41572352843437,9.73272749627566
38,Suburban community,adaptive_curfew,7.354820876362874,16.43179786511221
38,Urban community,zoned_enforcement,8.50157265396752,20.177890310530323
39,Protected land,zoned_enforcement,2.733956205659992,5.807108950736278
39,Rural community,adaptive_curfew,4.012540102825423,9.021785560296907
39,Suburban community,zoned_enforcement,6.592777512620314,15.81019326889983
39,Urban community,zoned_enforcement,8.24273854045737,19.477779315437296
40,Protected land,adaptive_curfew,3.113805318076846,6.400198188436781
40,Rural community,zoned_enforcement,4.366383903664222,9.69633206858238
40,Suburban community,zoned_enforcement,7.313843307930151,16.55443755171543
40,Urban community,zoned_enforcement,8.288893457591628,20.21964377677124
41,Protected land,adaptive_curfew,2.9792362272242263,6.204140691856075
41,Rural community,zoned_enforcement,4.503786105367757,9.58563960483564
41,Suburban community,adaptive_curfew,7.208028160442945,16.643835222136694
41,Urban community,zoned_enforcement,8.56479953173508,20.34585590269813
42,Protected land,zoned_enforcement,2.666093750157949,5.848027882282344
42,Rural community,zoned_enforcement,3.7059710989012205,8.833028090152913
42,Suburban community,zoned_enforcement,6.414175697349231,15.159705666104614
42,Urban community,zoned_enforcement,6.952615336604982,18.674103605762717
43,Protected land,zoned_enforcement,2.0941177291590347,4.916467862550913
43,Rural community,zoned_enforcement,2.9834024679846776,7.57063808079759
43,Suburban community,zoned_enforcement,4.479343405186119,13.16067833662313
43,Urban community,zoned_enforcement,5.072144267171547,16.228434094257214
44,Protected land,zoned_enforcement,2.2580767960301698,5.261809106471912
44,Rural community,zoned_enforcement,3.0195024635078944,7.970695108611234
44,Suburban community,zoned_enforcement,5.091602620600099,13.66292389096655
44,Urban community,zoned_enforcement,5.088726673934206,16.688142846090688
45,Protected land,zoned_enforcement,2.1923558912663705,4.997196826322757
45,Rural community,zoned_enforcement,3.0396486884829903,7.751706514401013
45,Suburban community,zoned_enforcement,4.988292583792488,13.564063241463376
45,Urban community,zoned_enforcement,5.683239803071679,16.62212660273457
46,Protected land,zoned_enforcement,2.5245020132426177,5.528541565428615
46,Rural community,zoned_enforcement,3.2827344351262386,8.412290396187599
46,Suburban community,zoned_enforcement,5.597245943444943,14.548733435385772
46,Urban community,zoned_enforcement,6.359466537644826,17.963189223699136
47,Protected land,zoned_enforcement,2.842760941128895,5.911895561047911
47,Rural community,adaptive_curfew,3.6925942426468463,8.873313695267221
47,Suburban community,zoned_enforcement,6.419483413311529,15.230009602778633
47,Urban community,zoned_enforcement,7.422511653946611,18.817449800666758
48,Protected land,adaptive_curfew,3.0903994512115287,6.14909615089791
48,Rural community,adaptive_curfew,4.0244646150248835,9.259567510950909
48,Suburban community,zoned_enforcement,6.934009925529335,15.928155301814659
48,Urban community,zoned_enforcement,7.7310306243090405,19.510136927615243
49,Protected land,zoned_enforcement,2.7610799102542227,5.89952969508781
49,Rural community,zoned_enforcement,4.220793498881228,9.165114773705673
49,Suburban community,zoned_enforcement,6.683436568187515,16.054721040628777
49,Urban community,zoned_enforcement,8.353652134525648,19.744613060267028
50,Protected land,adaptive_curfew,2.2749806295188395,5.127302289620488
50,Rural community,zoned_enforcement,2.842243027826341,7.911996036319087
50,Suburban community,zoned_enforcement,5.012368432042333,13.816156700119087
50,Urban community,zoned_enforcement,5.45008365478369,16.928180509912487
51,Protected land,zoned_enforcement,2.1084292232003206,4.973307850957496
51,Rural community,zoned_enforcement,3.008823463520039,7.771832696434154
51,Suburban community,zoned_enforcement,4.750790577934291,13.57087819914821
51,Urban community,zoned_enforcement,5.707046943283837,16.69659435466711
52,Protected land,zoned_enforcement,2.29281455920012,5.364970591519891
52,Rural community,zoned_enforcement,2.9045282671971293,8.058198128554931
52,Suburban community,zoned_enforcement,4.587606961103706,13.654471502912664
52,Urban community,zoned_enforcement,5.791534360163,16.682807674849048
53,Protected land,adaptive_curfew,2.2586896800070124,5.240466911170973
53,Rural community,zoned_enforcement,3.290944016740304,8.0215314330542
53,Suburban community,zoned_enforcement,5.217365509680651,13.902096081368095
53,Urban community,zoned_enforcement,6.020160868128791,17.12189458763308
54,Protected land,zoned_enforcement,2.958622694414858,6.236961877229606
54,Rural community,zoned_enforcement,4.351514053587596,9.480242288790864
54,Suburban community,zoned_enforcement,7.3546505876520705,16.302432313468206
54,Urban community,zoned_enforcement,8.22242401695604,20.047530454955936
55,Protected land,zoned_enforcement,2.622986708980985,5.7992035135512
55,Rural community,zoned_enforcement,3.244119545985159,8.553012157470805
55,Suburban community,zoned_enforcement,5.186444010532911,14.441241274944385
55,Urban community,zoned_enforcement,6.200832806077868,17.67433790170491
56,Protected land,zoned_enforcement,2.965407420315847,6.071038881433407
56,Rural community,zoned_enforcement,4.075006927061537,9.236459518784475
56,Suburban community,zoned_enforcement,6.650040721308166,15.879876308641776
56,Urban community,zoned_enforcement,8.175012757321296,19.50472371593958
57,Protected land,adaptive_curfew,2.846705608947726,5.9128587346403
57,Rural community,zoned_enforcement,3.8855252968722036,8.93579083329531
57,Suburban community,zoned_enforcement,6.839715911582845,15.277750000511595
57,Urban community,zoned_enforcement,7.7194236973305905,18.825743638375886
58,Protected land,adaptive_curfew,2.1870819123637206,5.083242563683375
58,Rural community,zoned_enforcement,2.8429811064026556,7.704772331035708
58,Suburban community,zoned_enforcement,4.5138270080584135,13.25719669936854
58,Urban community,zoned_enforcement,5.343180079906011,16.152639903902667
59,Protected land,adaptive_curfew,2.9198167587004566,5.878031490944492
59,Rural community,zoned_enforcement,3.944719098130948,9.120976308311285
59,Suburban community,zoned_enforcement,7.049993676386309,15.983483135425914
59,Urban community,zoned_enforcement,7.939099743571104,19.577247196096724
60,Protected land,zoned_enforcement,3.0293983194027767,6.178063958896325
60,Rural community,zoned_enforcement,4.41589380273415,9.542048333073964
60,Suburban community,zoned_enforcement,7.705085212937119,16.4962912970707
60,Urban community,zoned_enforcement,8.653786599127246,20.26356575346151
61,Protected land,adaptive_curfew,2.5668452331990483,5.560548900931246
61,Rural community,zoned_enforcement,3.33530278743041,8.383183743856948
61,Suburban community,zoned_enforcement,5.558249749329841,14.430990194185533
61,Urban community,zoned_enforcement,6.235560104461381,17.778701949974195
62,Protected land,adaptive_curfew,2.839594686823154,5.926223385913747
62,Rural community,zoned_enforcement,4.024312759630294,9.238687849399097
62,Suburban community,zoned_enforcement,6.948729980749896,16.245425727365262
62,Urban community,zoned_enforcement,8.26507118232229,19.973070095130204
63,Protected land,zoned_enforcement,2.3087138550708035,5.047697232460933
63,Rural community,zoned_enforcement,3.039349153470127,7.883760084725183
63,Suburban community,zoned_enforcement,5.341815008585158,13.804134502301515
63,Urban community,zoned_enforcement,5.8804857050822275,16.94564122943715
64,Protected land,adaptive_curfew,2.7854680029853958,5.975713208595417
64,Rural community,zoned_enforcement,3.8033468081868715,8.910724790121275
64,Suburban community,zoned_enforcement,5.8761461214644335,15.167201501917004
64,Urban community,zoned_enforcement,7.417166330925324,18.682873133394466
65,Protected land,zoned_enforcement,2.9415035587354064,6.331869400678785
65,Rural community,zoned_enforcement,4.4012512994823085,9.500293712068233
65,Suburban community,zoned_enforcement,6.974653381187672,16.13228964162408
65,Urban community,zoned_enforcement,8.01153715423494,19.675529444223002
66,Protected land,zoned_enforcement,2.035348671889871,4.880884259527903
66,Rural community,zoned_enforcement,2.7077994221783905,7.600300955637761
66,Suburban community,zoned_enforcement,4.291396071121634,13.22562248546409
66,Urban community,zoned_enforcement,4.942099236321887,16.119827692802957
67,Protected land,adaptive_curfew,2.3008155193322306,5.383424571623097
67,Rural community,zoned_enforcement,3.1445545067487704,8.0666024772653
67,Suburban community,zoned_enforcement,5.387899689394777,13.71924762671179
67,Urban community,zoned_enforcement,5.868707613420501,16.935855389928538
68,Protected land,zoned_enforcement,2.382295722892816,5.204925199679892
68,Rural community,zoned_enforcement,3.07010871378432,7.995928010605567
68,Suburban community,zoned_enforcement,5.1825745866754875,13.819246352604456
68,Urban community,zoned_enforcement,5.978480114489935,16.930943641734103
69,Protected land,adaptive_curfew,2.8181477731926994,5.985413589673362
69,Rural community,zoned_enforcement,4.206638571758329,9.153045501095617
69,Suburban community,adaptive_curfew,6.266768625085303,15.735463056400873
69,Urban community,zoned_enforcement,7.841480194312863,19.258664037653364
70,Protected land,zoned_enforcement,2.4487786569115113,5.360309562238955
70,Rural community,zoned_enforcement,3.36558603364457,8.400006515862724
70,Suburban community,zoned_enforcement,6.092621154421495,14.658737815982049
70,Urban community,zoned_enforcement,7.030421556394899,17.952715679465832
71,Protected land,zoned_enforcement,2.3437543531312763,5.461645266444981
71,Rural community,zoned_enforcement,3.386602285143808,8.344431894694697
71,Suburban community,zoned_enforcement,5.399161368224032,14.448954521703318
71,Urban community,zoned_enforcement,6.941898898942462,17.634854673359072
72,Protected land,zoned_enforcement,2.5683168588984167,5.51618235277755
72,Rural community,zoned_enforcement,3.3971004266766682,8.34464338571191
72,Suburban community,zoned_enforcement,5.328628028426371,14.3078446001149
72,Urban community,zoned_enforcement,6.536900966022092,17.624361394164946
73,Protected land,zoned_enforcement,2.543619451720181,5.623779682861009
73,Rural community,zoned_enforcement,3.153529449007438,8.414356860558918
73,Suburban community,zoned_enforcement,5.145956189857005,14.343754408452803
73,Urban community,zoned_enforcement,6.236365793238276,17.59543782675414
74,Protected land,zoned_enforcement,2.432501193081869,5.393139875020995
74,Rural community,zoned_enforcement,3.1687579155862053,8.364181330646488
74,Suburban community,zoned_enforcement,5.859389062840654,14.50003591273643
74,Urban community,zoned_enforcement,6.126355932154635,17.709597666075748
75,Protected land,zoned_enforcement,2.6283701898899574,5.740247520206151
75,Rural community,zoned_enforcement,3.7974716608508103,8.81906740500238
75,Suburban community,zoned_enforcement,6.29037251296687,15.329515252694328
75,Urban community,zoned_enforcement,7.693397985002289,18.873706906457883
76,Protected land,adaptive_curfew,2.454387439353515,5.618281229608641
76,Rural community,zoned_enforcement,3.3084236224458135,8.28733040121876
76,Suburban community,zoned_enforcement,4.982781635277734,13.905513187904269
76,Urban community,zoned_enforcement,5.81089004917639,17.014557389225057
77,Protected land,zoned_enforcement,2.4588498303720487,5.38675359841297
77,Rural community,zoned_enforcement,2.853669029989935,8.1321447706247
77,Suburban community,zoned_enforcement,5.415338530011537,14.000603039053225
77,Urban community,zoned_enforcement,5.780295357762915,17.204590975743077
78,Protected land,adaptive_curfew,2.1913784625560724,5.297680652065196
78,Rural community,zoned_enforcement,2.7033403304183095,7.914765235278478
78,Suburban community,zoned_enforcement,4.764862955744885,13.480159148724514
78,Urban community,zoned_enforcement,5.399713347955883,16.505927491615637
79,Protected land,adaptive_curfew,2.4627740070130053,5.628636021800737
79,Rural community,zoned_enforcement,3.087743297755946,8.377726636784784
79,Suburban community,zoned_enforcement,5.205554669916488,14.151344975178787
79,Urban community,zoned_enforcement,6.098016351582798,17.33121240307599
80,Protected land,zoned_enforcement,2.577866153306694,5.735728815598513
80,Rural community,zoned_enforcement,3.5745629651299655,8.723915516228878
80,Suburban community,zoned_enforcement,6.425290916312537,15.037158606696746
80,Urban community,zoned_enforcement,7.209505217904919,18.349293693657167
81,Protected land,zoned_enforcement,2.459083064257816,5.406906028177713
81,Rural community,zoned_enforcement,3.2933968512338367,8.25393515491001
81,Suburban community,zoned_enforcement,5.663576765850056,14.249361069765264
81,Urban community,zoned_enforcement,6.114681162634648,17.51110859678459
82,Protected land,zoned_enforcement,2.481321286707902,5.311375280853788
82,Rural community,zoned_enforcement,3.237068671750424,8.203608122366642
82,Suburban community,zoned_enforcement,5.4595156581998,14.195234266205153
82,Urban community,zoned_enforcement,6.676972156587636,17.443476423888537
83,Protected land,zoned_enforcement,2.1783494363699436,5.1980751372241984
83,Rural community,zoned_enforcement,2.801391757619002,7.832181981129402
83,Suburban community,zoned_enforcement,4.52189695473389,13.424060157927645
83,Urban community,zoned_enforcement,5.0270049378118955,16.48829834628498
84,Protected land,adaptive_curfew,3.0783038053331757,6.185754811865968
84,Rural community,zoned_enforcement,4.265192515650844,9.540423521754704
84,Suburban community,zoned_enforcement,7.6633558037307274,16.587878259378268
84,Urban community,zoned_enforcement,8.539719308983797,20.23054591511613
85,Protected land,adaptive_curfew,2.63629067085121,5.967480838937121
85,Rural community,zoned_enforcement,3.9144006356761016,8.910131680531496
85,Suburban community,zoned_enforcement,5.823070509783415,15.187101099619715
85,Urban community,zoned_enforcement,7.236957292790798,18.55842608883253
86,Protected land,zoned_enforcement,2.2814652874124395,5.132147874731553
86,Rural community,zoned_enforcement,3.0250998188185294,7.925692531273404
86,Suburban community,zoned_enforcement,5.227402714149987,13.675856044726231
86,Urban community,zoned_enforcement,5.792639186128223,16.686194061624594
87,Protected land,zoned_enforcement,3.09434432058878,6.371534130671843
87,Rural community,zoned_enforcement,4.217862841921312,9.483066712438196
87,Suburban community,adaptive_curfew,6.642487359760466,16.042395047711082
87,Urban community,zoned_enforcement,8.59112033920843,19.738464700299694
88,Protected land,adaptive_curfew,2.4721817211894375,5.711637117324287
88,Rural community,zoned_enforcement,3.986836391732803,8.738343198820896
88,Suburban community,zoned_enforcement,6.178321799803481,15.147749700830243
88,Urban community,zoned_enforcement,7.341864732972244,18.477436442345553
89,Protected land,zoned_enforcement,2.2920322803855404,5.138532929111613
89,Rural community,zoned_enforcement,2.98778845357728,7.815132170173938
89,Suburban community,zoned_enforcement,5.197495156992176,13.463265983916898
89,Urban community,zoned_enforcement,5.506934538395393,16.58324797351412
90,Protected land,adaptive_curfew,2.3373693405139555,5.444360716462295
90,Rural community,zoned_enforcement,3.1969595714728305,8.207982053045642
90,Suburban community,zoned_enforcement,5.0699511224809015,14.008387086624314
90,Urban community,zoned_enforcement,6.114596862957129,17.15574054202943
91,Protected land,zoned_enforcement,2.340883172023146,5.217549071380876
91,Rural community,zoned_enforcement,3.0623322616258557,8.168098438961263
91,Suburban community,zoned_enforcement,5.7098397387722315,14.265638514356601
91,Urban community,zoned_enforcement,6.618557129961818,17.532887977768645
92,Protected land,adaptive_curfew,2.016496561191479,4.768084462618565
92,Rural community,zoned_enforcement,2.7376091964835094,7.536991675051073
92,Suburban community,zoned_enforcement,4.806665101199922,13.322925105396125
92,Urban community,zoned_enforcement,6.040694370491019,16.30986811990719
93,Protected land,zoned_enforcement,2.3128841478417583,5.291678112042222
93,Rural community,zoned_enforcement,3.013351106102956,8.08171506877106
93,Suburban community,zoned_enforcement,5.156646351874503,13.904997597498129
93,Urban community,zoned_enforcement,5.742796892973292,16.94468877284559
94,Protected land,zoned_enforcement,2.2280378120098736,5.004657399569488
94,Rural community,zoned_enforcement,3.1755333372578907,7.811632562885637
94,Suburban community,zoned_enforcement,4.868009862290686,13.651214491766384
94,Urban community,zoned_enforcement,6.138545528610544,16.795800648567617
95,Protected land,adaptive_curfew,2.850682631485406,5.814312649381102
95,Rural community,zoned_enforcement,3.8813508917646793,9.07982052446679
95,Suburban community,zoned_enforcement,7.180418484497483,15.933469506951054
95,Urban community,zoned_enforcement,8.162607163439827,19.60259612366476
96,Protected land,zoned_enforcement,2.069106777492637,4.780750878165257
96,Rural community,zoned_enforcement,2.772892496751524,7.4987940131236
96,Suburban community,zoned_enforcement,4.670722571372481,13.255865220574625
96,Urban community,zoned_enforcement,5.631222772134748,16.357575320223326
97,Protected land,zoned_enforcement,2.8398774138529084,5.880661017864797
97,Rural community,zoned_enforcement,3.8872757927558608,8.989982248045834
97,Suburban community,zoned_enforcement,6.395101852998254,15.614728653374673
97,Urban community,zoned_enforcement,7.846942936981481,19.219785834405418
98,Protected land,zoned_enforcement,3.1255102413557303,6.2567767934686405
98,Rural community,zoned_enforcement,4.407421191001572,9.595096244520592
98,Suburban community,zoned_enforcement,7.522995117337194,16.58119091904803
98,Urban community,zoned_enforcement,8.539643505234142,20.358136411190145
99,Protected land,zoned_enforcement,2.381077065528507,5.438660085445647
99,Rural community,zoned_enforcement,3.1042045480682443,8.292608222777359
99,Suburban community,zoned_enforcement,5.4403380156624745,14.21472224644565
99,Urban community,zoned_enforcement,6.498065719479648,17.41644475682356
100,Protected land,zoned_enforcement,2.8437708995168087,6.1091335505288855
100,Rural community,zoned_enforcement,4.100949965511783,9.201937455489272
100,Suburban community,zoned_enforcement,6.16846626370806,15.701240365495527
100,Urban community,zoned_enforcement,7.801500725973906,19.37458073914375
101,Protected land,adaptive_curfew,2.5644599186203694,5.711106987053158
101,Rural community,zoned_enforcement,3.3799414027925847,8.586416218470843
101,Suburban community,zoned_enforcement,5.99071447811032,14.764577920369918
101,Urban community,zoned_enforcement,6.375034673677712,18.103931748628266
102,Protected land,adaptive_curfew,2.867452766734958,5.883415059286425
102,Rural community,zoned_enforcement,4.2316798625533485,9.179679035168272
102,Suburban community,zoned_enforcement,6.903633694446432,16.055616819172077
102,Urban community,zoned_enforcement,7.781002950108181,19.59441950748818
103,Protected land,adaptive_curfew,2.7531531350125387,5.934980995791958
103,Rural community,zoned_enforcement,3.700665174972988,8.947571077396594
103,Suburban community,zoned_enforcement,6.09521724470744,15.318642327351444
103,Urban community,zoned_enforcement,7.338852337223747,18.830021557548264
104,Protected land,zoned_enforcement,2.7771592633059425,5.9747995811918715
104,Rural community,zoned_enforcement,4.030718167958425,9.172513927001601
104,Suburban community,zoned_enforcement,6.944635384523696,15.860488602735915
104,Urban community,zoned_enforcement,7.7716608750857485,19.42083176346267
105,Protected land,zoned_enforcement,2.8088715244124485,5.851106888548957
105,Rural community,zoned_enforcement,3.8223958271077967,9.13024661985778
105,Suburban community,zoned_enforcement,7.071170723902302,15.939357625332793
105,Urban community,zoned_enforcement,7.932189158511912,19.541353929113182
106,Protected land,adaptive_curfew,2.4077660897466124,5.672273450816833
106,Rural community,zoned_enforcement,3.4648738183695826,8.556830145872537
106,Suburban community,zoned_enforcement,5.749709288873683,14.682946063029483
106,Urban community,zoned_enforcement,6.696880803918013,18.021731877191687
