date,contest,word,reported,hard_share,expected_tries,difficulty
2022-04-29,314,tash,106652.0,0.06564340096763305,3.46,easy
2022-04-30,315,larva,77991.0,0.07371363362439255,4.797596202403797,hard
2022-05-01,316,forgo,77658.0,0.07338587138478972,4.817796182203818,hard
2022-05-02,317,story,95643.0,0.06827472998546678,4.06,medium
2022-05-03,318,hairy,85817.0,0.06922870759872753,4.030000000000001,medium
2022-05-04,319,train,107750.0,0.06722041763341068,3.131703868296132,easy
2022-05-05,320,homer,85979.0,0.07342490608171763,4.759624037596241,hard
2022-05-06,321,badge,76292.0,0.07185550254286163,4.282496717503283,medium
2022-05-07,322,midst,74458.0,0.07028123237261275,4.138303138303138,medium
2022-05-08,323,canny,72518.0,0.07247855704790535,4.71962803719628,hard
2022-05-09,324,shine,88932.0,0.06910898214366032,3.693069306930693,easy
2022-05-10,325,gecko,74412.0,0.07376498414234263,4.393596606403394,hard
2022-05-11,326,farce,79446.0,0.07159580092138056,3.9792878277726764,easy
2022-05-12,327,slung,75673.0,0.0716107462370991,4.425403425403426,hard
2022-05-13,328,tipsy,77585.0,0.07117355158858027,3.84971502849715,easy
2022-05-14,329,metal,73225.0,0.07224308637760328,3.813725490196078,easy
2022-05-15,330,yield,67115.0,0.07394770170602696,4.52964703529647,hard
2022-05-16,331,delve,68349.0,0.07577287158553893,4.534996465003535,hard
2022-05-17,332,being,70722.0,0.07270721981844405,4.189681031896811,medium
2022-05-18,333,scour,73933.0,0.07498681238418568,3.7997200279972003,easy
2022-05-19,334,glass,70920.0,0.07278623801466441,4.3696630336966304,hard
2022-05-20,335,gamer,69884.0,0.07495277889073322,4.52,hard
2022-05-21,336,scrap,66814.0,0.07443050857604694,3.900990099009902,easy
2022-05-22,337,money,67909.0,0.07256770089384323,3.9700000000000006,easy
2022-05-23,338,hinge,66431.0,0.0738510635095061,4.10968903109689,medium
2022-05-24,339,album,63380.0,0.07587567055853582,4.08969103089691,medium
2022-05-25,340,vouch,62723.0,0.07708496085965276,4.868296131703868,hard
2022-05-26,341,asset,63188.0,0.07490346268278787,3.97949702050298,easy
2022-05-27,342,tiara,63846.0,0.07583873696081195,3.8017028017028016,easy
2022-05-28,343,crept,60069.0,0.07594599543857897,4.040096959903041,medium
2022-05-29,344,bayou,56839.0,0.07802741075669875,4.319668033196681,medium
2022-05-30,345,atoll,60969.0,0.07776082927389329,3.999700029997001,easy
2022-05-31,346,manor,62768.0,0.07650395105786388,4.07969203079692,medium
2022-06-01,347,creak,63241.0,0.07585269050141522,4.309669033096689,medium
2022-06-02,348,showy,61278.0,0.07784196612160971,4.41965803419658,hard
2022-06-03,349,peach,65431.0,0.0757591967110391,3.5203479652034795,easy
2022-06-04,350,froth,58263.0,0.07606886016854608,4.181496818503182,medium
2022-06-05,351,depth,56738.0,0.07629807183897917,3.949705029497051,easy
2022-06-06,352,gloom,58478.0,0.07777283764834639,4.45965403459654,hard
2022-06-07,353,flood,58991.0,0.07526571849943212,4.2096790320967905,medium
2022-06-08,354,trait,61026.0,0.07549241306983909,4.179682031796821,medium
2022-06-09,355,girth,60020.0,0.07772409196934356,4.2096790320967905,medium
2022-06-10,356,piety,55376.0,0.07808436867957237,4.0596940305969405,medium
2022-06-11,357,goose,51958.0,0.0786596866700027,4.72962703729627,hard
2022-06-12,358,float,56684.0,0.07626490720485499,3.76,easy
2022-06-13,359,donor,53802.0,0.07698598565109104,4.070396929603071,medium
2022-06-14,360,atone,59968.0,0.0794090181430096,3.5300000000000002,easy
2022-06-15,361,primo,55989.0,0.07842611941631392,4.22967703229677,medium
2022-06-16,362,apron,53430.0,0.0769605090772974,3.87971202879712,easy
2022-06-17,363,blown,54665.0,0.07776456599286563,4.138303138303138,medium
2022-06-18,364,cacao,47205.0,0.08687639021290118,4.8296170382961705,hard
2022-06-19,365,loser,55359.0,0.07946314059141242,3.900000000000001,easy
2022-06-20,366,input,50484.0,0.07824261152048173,3.96010296010296,easy
2022-06-21,367,gloat,53342.0,0.0786247234824341,4.189681031896811,medium
2022-06-22,368,awful,47645.0,0.0810368349249659,4.25967403259674,medium
2022-06-23,369,brink,53111.0,0.0775357270621905,4.110796889203111,medium
2022-06-24,370,smite,50617.0,0.07884702767844795,4.168003168003168,medium
2022-06-25,371,beady,46089.0,0.07962854477207143,4.267003267003267,medium
2022-06-26,372,rusty,50450.0,0.07837462834489593,3.7067972932027065,easy
2022-06-27,373,retro,47986.0,0.08019005543283457,4.090596909403091,medium
2022-06-28,374,droll,47312.0,0.08124788637132228,4.53964603539646,hard
2022-06-29,375,gawky,45645.0,0.08669076569175156,5.130895869104131,hard
2022-06-30,376,hutch,44212.0,0.08499954763412648,4.837996162003838,hard
2022-07-01,377,pinto,47248.0,0.08025736539112767,4.01969803019698,easy
2022-07-02,378,egret,41765.0,0.08416137914521729,4.489651034896511,hard
2022-07-03,379,lilac,40486.0,0.08548634095736798,4.353196646803353,hard
2022-07-04,380,sever,42645.0,0.08420682377769961,4.757196242803757,hard
2022-07-05,381,field,44578.0,0.08084705460092423,4.0396039603960405,medium
2022-07-06,382,fluff,47344.0,0.08552298073673538,4.979304139172166,hard
2022-07-07,383,agape,43407.0,0.08457161287349967,4.435303435303435,hard
2022-07-08,384,voice,42806.0,0.08139045928140914,4.090000000000001,medium
2022-07-09,385,stead,47094.0,0.0835138234169958,4.336633663366337,medium
2022-07-10,386,berth,41785.0,0.08361852339356228,4.069693030696931,medium
2022-07-11,387,madam,40545.0,0.0845973609569614,4.484803484803486,hard
2022-07-12,388,night,46910.0,0.08249840119377531,4.18,medium
2022-07-13,389,bland,46246.0,0.08059075379492281,3.806162007753519,easy
2022-07-14,390,liver,40549.0,0.08355323189227848,4.656196343803657,hard
2022-07-15,391,wedge,39234.0,0.08546158943773258,4.613503613503613,hard
2022-07-16,392,roomy,38769.0,0.0846036781964972,4.329667033296671,medium
2022-07-17,393,wacky,39611.0,0.08444623968089672,4.292596707403293,medium
2022-07-18,394,flock,42574.0,0.0833372480856861,4.179682031796821,medium
2022-07-19,395,angry,39667.0,0.08465475080041344,4.00979699020301,easy
2022-07-20,396,trite,42237.0,0.08724577976655538,4.9096090390960905,hard
2022-07-21,397,aphid,39086.0,0.08614337614491122,4.109689031096891,medium
2022-07-22,398,tryst,43099.0,0.08503677579526207,4.0596940305969405,medium
2022-07-23,399,midge,36769.0,0.08460931763170061,4.322896677103323,medium
2022-07-24,400,power,39813.0,0.0854243588777535,4.292929292929292,medium
2022-07-25,401,elope,39228.0,0.08511777301927195,4.282496717503283,medium
2022-07-26,402,cinch,39171.0,0.08953052002757142,4.910503910503911,hard
2022-07-27,403,motto,38384.0,0.08558253438932889,4.545096454903545,hard
2022-07-28,404,stomp,40650.0,0.08585485854858549,4.09059690940309,medium
2022-07-29,405,upset,37791.0,0.08502024291497975,3.94970502949705,easy
2022-07-30,406,bluff,37353.0,0.08489277969640993,4.359664033596641,hard
2022-07-31,407,cramp,39250.0,0.0858343949044586,4.0,easy
2022-08-01,408,quart,36662.0,0.09009328459985816,4.289671032896711,medium
2022-08-02,409,coyly,34909.0,0.09682316881033544,5.403251868309432,hard
2022-08-03,410,youth,38381.0,0.08668351528099841,4.376237623762377,hard
2022-08-04,411,rhyme,37229.0,0.08960756399580971,4.141096858903142,medium
2022-08-05,412,buggy,37350.0,0.09178045515394913,4.819618038196181,hard
2022-08-06,413,alien,38841.0,0.0874076362606524,3.485203514796485,easy
2022-08-07,414,smear,36223.0,0.08806559368357121,4.38966103389661,hard
2022-08-08,415,unfit,35516.0,0.08973420430228629,4.15968403159684,medium
2022-08-09,416,patty,36223.0,0.08334483615382492,4.363296636703362,hard
2022-08-10,417,cling,37654.0,0.08795878259945822,4.309669033096691,medium
2022-08-11,418,glean,37301.0,0.08694136886410551,4.080496919503081,medium
2022-08-12,419,label,34198.0,0.08994678051348032,4.38966103389661,hard
2022-08-13,420,hunky,35276.0,0.09028801451411725,4.777396222603778,hard
2022-08-14,421,khaki,31652.0,0.09376974598761531,4.509649035096491,hard
2022-08-15,422,poker,35376.0,0.08989145183175033,4.509649035096491,hard
2022-08-16,423,gruel,35105.0,0.08793619142572283,4.249675032496751,medium
2022-08-17,424,twice,35815.0,0.08859416445623342,3.930693069306931,easy
2022-08-18,425,twang,34938.0,0.09078939836281413,4.138303138303138,medium
2022-08-19,426,shrug,33965.0,0.08794347122037391,4.179682031796821,medium
2022-08-20,427,treat,38245.0,0.08495228134396653,3.485148514851485,easy
2022-08-21,428,waste,35617.0,0.08945166633910773,4.37,hard
2022-08-22,429,merit,35888.0,0.08702073116362015,3.7980206018986067,easy
2022-08-23,430,woven,33549.0,0.08742436436257414,4.585496414503585,hard
2022-08-24,431,needy,33700.0,0.08685459940652819,4.21967803219678,medium
2022-08-25,432,clown,36737.0,0.08642512997795139,3.871287128712871,easy
2022-08-26,433,irony,34716.0,0.08774052310173983,3.98959701040299,easy
2022-08-27,434,ruder,31241.0,0.08911366473544381,4.52964703529647,hard
2022-08-28,435,gauze,30214.0,0.09485668895214139,4.890703890703891,hard
2022-08-29,436,chief,34281.0,0.08961232169423296,3.8103189681031897,easy
2022-08-30,437,onset,33660.0,0.0893939393939394,3.98980298980299,easy
2022-08-31,438,prize,35343.0,0.08957926604985429,4.76962303769623,hard
2022-09-01,439,fungi,31903.0,0.09177820267686425,4.272396727603272,medium
2022-09-02,440,charm,35724.0,0.0881480237375434,3.702970297029703,easy
2022-09-03,441,gully,31191.0,0.09223814561892854,4.909609039096091,hard
2022-09-04,442,inter,32018.0,0.09023049534636766,4.050196949803051,medium
2022-09-05,443,whoop,32733.0,0.09073412152873248,4.276903276903276,medium
2022-09-06,444,taunt,32734.0,0.09231991201808518,4.649635036496351,hard
2022-09-07,445,leery,30992.0,0.09270134228187919,4.353196646803353,hard
2022-09-08,446,class,31962.0,0.0938927476378199,4.403696596303404,hard
2022-09-09,447,theme,32172.0,0.09042024120353102,3.808119571803676,easy
2022-09-10,448,lofty,29237.0,0.09498238533365257,4.349665033496651,hard
2022-09-11,449,tibia,27887.0,0.09592283142682971,4.444096555903444,hard
2022-09-12,450,booze,29147.0,0.09891240951041273,4.86961303869613,hard
2022-09-13,451,alpha,29497.0,0.09173814286198596,4.23967603239676,medium
2022-09-14,452,thyme,32142.0,0.09140688196129675,3.95990304009696,easy
2022-09-15,453,doubt,33344.0,0.09030110364683301,3.646803353196647,easy
2022-09-16,454,parer,37309.0,0.1106971508215176,5.989102179564087,hard
2022-09-17,455,chute,33418.0,0.09195643066610809,3.5859422338921427,easy
2022-09-18,456,stick,33102.0,0.09177693190743762,3.646803353196647,easy
2022-09-19,457,trice,35050.0,0.0978601997146933,4.509649035096491,hard
2022-09-20,458,alike,31277.0,0.09089746459059372,4.24967503249675,medium
2022-09-21,459,recap,31976.0,0.09069301976482362,3.999700029997001,easy
2022-09-22,460,saint,34455.0,0.09052387171673197,3.62,easy
2022-09-23,461,glory,31509.0,0.09181503697356311,3.8687133912340945,easy
2022-09-24,462,grate,32777.0,0.0938768038563627,3.8080808080808084,easy
2022-09-25,463,admit,28994.0,0.09232944747189073,3.9597040295970403,easy
2022-09-26,464,brisk,31706.0,0.09096070144452154,4.081318232833385,medium
2022-09-27,465,soggy,30985.0,0.09320639018880103,4.343096656903343,hard
2022-09-28,466,usurp,31355.0,0.09590177005262318,4.203754718906234,medium
2022-09-29,467,scald,30477.0,0.09282409685992715,4.2096790320967905,medium
2022-09-30,468,scorn,31223.0,0.09156711398648432,3.880902880902881,easy
2022-10-01,469,leave,28202.0,0.09559605701723282,4.346597285991225,hard
2022-10-02,470,twine,30088.0,0.09222946024993353,3.9297070292970706,easy
2022-10-03,471,sting,32288.0,0.09195366699702676,3.8725490196078436,easy
2022-10-04,472,bough,32014.0,0.0955831823577185,4.403696596303403,hard
2022-10-05,473,marxh,30935.0,0.09326006141910458,3.85971402859714,easy
2022-10-06,474,sloth,32522.0,0.09184551995572228,3.576103423896576,easy
2022-10-07,475,dandy,29026.0,0.09784331289189004,4.94960503949605,hard
2022-10-08,476,vigor,26905.0,0.09819736108530012,4.464296535703465,hard
2022-10-09,477,howdy,28408.0,0.09391720642072655,4.60963903609639,hard
2022-10-10,478,enjoy,26878.0,0.09874246595728849,4.639636036396361,hard
2022-10-11,479,valid,28575.0,0.0963079615048119,4.039696030396961,medium
2022-10-12,480,ionic,29151.0,0.10109430208226133,4.85961403859614,hard
2022-10-13,481,equal,27197.0,0.0984299738941795,4.197703197703198,medium
2022-10-14,482,floor,28906.0,0.0952051477201965,4.069986002799441,medium
2022-10-15,483,catch,30403.0,0.10272012630332533,4.848096151903848,hard
2022-10-16,484,spade,30459.0,0.0936997275025444,3.8599999999999994,easy
2022-10-17,485,stein,31269.0,0.09482234801240845,3.6831683168316833,easy
2022-10-18,486,exist,28612.0,0.0980357891793653,4.080496919503081,medium
2022-10-19,487,quirk,28322.0,0.09865122519596074,4.18968103189681,medium
2022-10-20,488,denim,28741.0,0.09634320308966285,3.909109270854373,easy
2022-10-21,489,grove,28637.0,0.09756608583301324,4.4496550344965495,hard
2022-10-22,490,spiel,29084.0,0.09661669646541053,3.8809028809028807,easy
2022-10-23,491,mummy,29279.0,0.10317975340687865,5.474804474804475,hard
2022-10-24,492,fault,28947.0,0.09562303520226621,3.9997000299970016,easy
2022-10-25,493,foggy,28953.0,0.09729561703450419,4.53964603539646,hard
2022-10-26,494,flout,30063.0,0.09659714599341383,3.9797020297970205,easy
2022-10-27,495,carry,27609.0,0.09471549132529247,4.26967303269673,medium
2022-10-28,496,sneak,27905.0,0.094463357821179,3.9597040295970403,easy
2022-10-29,497,libel,25156.0,0.10081093973604707,4.489651034896511,hard
2022-10-30,498,waltz,24672.0,0.10116731517509728,4.676396323603676,hard
2022-10-31,499,aptly,26498.0,0.09706392935315873,4.078903078903079,medium
2022-11-01,500,piney,27502.0,0.13333575739946185,4.504603504603505,hard
2022-11-02,501,inept,27670.0,0.09541019154318757,3.9310851877266932,easy
2022-11-03,502,aloud,29554.0,0.09538471949651485,3.56,easy
2022-11-04,503,photo,27330.0,0.0938529088913282,3.77004599080184,easy
2022-11-05,504,dream,29743.0,0.09249235114144505,3.5151515151515147,easy
2022-11-06,505,stale,31068.0,0.09698081627397966,3.5940594059405937,easy
2022-11-07,506,begin,26096.0,0.09346259963212752,4.01989698010302,medium
2022-11-08,507,spell,27213.0,0.09300701870429574,4.1309968690031305,medium
2022-11-09,508,rainy,28984.0,0.09239580458183826,3.4752475247524752,easy
2022-11-10,509,unite,27467.0,0.09374886227108895,3.75,easy
2022-11-11,510,medal,25993.0,0.09379448313007348,4.06969303069693,medium
2022-11-12,511,valet,24660.0,0.09553933495539335,4.161296838703161,medium
2022-11-13,512,inane,25085.0,0.10025911899541559,4.149685031496849,medium
2022-11-14,513,maple,26536.0,0.09296804341272234,3.9898989898989896,easy
2022-11-15,514,snarl,27475.0,0.09645131938125569,4.34966503349665,hard
2022-11-16,515,baker,25576.0,0.09935095401939319,4.71962803719628,hard
2022-11-17,516,there,27465.0,0.09211724012379392,3.5900819836032793,easy
2022-11-18,517,glyph,29208.0,0.09925362914270063,4.0596940305969405,medium
2022-11-19,518,avert,24749.0,0.09697361509555942,4.029697030296972,medium
2022-11-20,519,brave,24991.0,0.09587451482533713,4.455445544554456,hard
2022-11-21,520,axiom,24288.0,0.09807312252964427,4.329667033296671,medium
2022-11-22,521,prime,27437.0,0.09235703611910923,3.9300000000000006,easy
2022-11-23,522,drive,26663.0,0.09192513970670967,3.74,easy
2022-11-24,523,feast,27705.0,0.09835769716657643,3.792079207920793,easy
2022-11-25,524,itchy,24197.0,0.09625160143819482,3.869713028697131,easy
2022-11-26,525,clen,26381.0,0.09188431067813957,3.45035496450355,easy
2022-11-27,526,happy,25206.0,0.09346980877568833,3.93909706090294,easy
2022-11-28,527,tepid,26051.0,0.09535142604890408,3.6061401737022822,easy
2022-11-29,528,undue,23739.0,0.0975609756097561,4.3561033561033575,hard
2022-11-30,529,study,2569.0,0.9361619307123394,4.029697030296971,medium
2022-12-01,530,eject,22628.0,0.0972246773908432,4.54964503549645,hard
2022-12-02,531,chafe,24646.0,0.09506613649273715,4.009796990203011,easy
2022-12-03,532,torso,23873.0,0.09466761613538306,3.8885971114028886,easy
2022-12-04,533,adore,25577.0,0.09375610900418345,3.5643564356435644,easy
2022-12-05,534,woken,23153.0,0.09502008379043753,4.799620037996201,hard
2022-12-06,535,amber,23509.0,0.09617593262154919,4.22967703229677,medium
2022-12-07,536,joust,24899.0,0.09590746616329973,4.019698030196981,easy
2022-12-08,537,infer,21199.0,0.08788150384452097,4.387409448015508,hard
2022-12-09,538,braid,23640.0,0.09158206429780034,3.632728014690879,easy
2022-12-10,539,knock,21157.0,0.09646925367490665,4.21967803219678,medium
2022-12-11,540,naïve,21947.0,0.0945459516106985,4.08,medium
2022-12-12,541,apply,22873.0,0.09399728938049229,4.00960300960301,easy
2022-12-13,542,spoke,24101.0,0.09227832870005394,3.8586144213290243,easy
2022-12-14,543,usual,20824.0,0.09834805993084902,4.23967603239676,medium
2022-12-15,544,rival,22176.0,0.09591450216450216,3.9997000299970016,easy
2022-12-16,545,rprobe,22853.0,0.09451713123003544,4.189681031896811,medium
2022-12-17,546,chord,22336.0,0.09348137535816618,3.6600679864027192,easy
2022-12-18,547,taper,22166.0,0.09510060452945954,4.06969303069693,medium
2022-12-19,548,slate,26010.0,0.09311803152633602,3.4646464646464645,easy
2022-12-20,549,third,24137.0,0.09367361312507769,3.4359964359964366,easy
2022-12-21,550,lunar,22180.0,0.09179440937781785,3.8265660069373597,easy
2022-12-22,551,excel,20490.0,0.0992679355783309,4.5551964448035545,hard
2022-12-23,552,aorta,21937.0,0.09627569859142089,4.08880308880309,medium
2022-12-24,553,poise,20281.0,0.09422612297224003,3.683168316831683,easy
2022-12-25,554,extra,15554.0,0.10042432814710042,4.18,medium
2022-12-26,555,judge,20011.0,0.10209384838338914,5.2318957681042315,hard
2022-12-27,556,condo,20879.0,0.09636476842760669,4.44965503449655,hard
2022-12-28,557,impel,20160.0,0.09608134920634921,4.191596808403192,medium
2022-12-29,558,havoc,20001.0,0.09594520273986301,4.3996600339966,hard
2022-12-30,559,molar,21204.0,0.09304848141860027,4.181496818503182,medium
2022-12-31,560,manly,20380.0,0.09317958783120707,4.383496616503383,hard
